price,make_model,body_type,vat,km,type,fuel,gears,extras,age,previous_owners,hp_kw,inspection_new,paint_type,upholstery_type,gearing_type,displacement_cc,weight_kg,drive_chain,cons_comb,comfort_package,entertainment_media_package,safety_security_package
15770,Audi A1,Sedans,VAT deductible,56013.0,Used,Diesel,7.0,"Alloy wheels,Catalytic Converter,Voice Control",3.0,2.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1220.0,front,3.8,Premium,Premium Media,Safety Standard Package
14500,Audi A1,Sedans,Price negotiable,80000.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Sport suspension,Voice Control",2.0,1.0,141.0,0,Metallic,Cloth,Automatic,1798.0,1255.0,front,5.6,Standard,Premium Media,Safety Standard Package
14640,Audi A1,Sedans,VAT deductible,83450.0,Used,Diesel,7.0,"Alloy wheels,Voice Control",3.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,3.8,Premium,Standard Media,Safety Standard Package
14500,Audi A1,Sedans,VAT deductible,73000.0,Used,Diesel,6.0,"Alloy wheels,Sport seats,Voice Control",3.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1195.0,front,3.8,Standard,Premium Media,Safety Standard Package
16790,Audi A1,Sedans,VAT deductible,16200.0,Used,Diesel,7.0,"Alloy wheels,Sport package,Sport suspension,Voice Control",3.0,1.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1135.0,front,4.1,Premium,Premium Media,Safety Standard Package
15090,Audi A1,Sedans,VAT deductible,63668.0,Used,Diesel,7.0,"Alloy wheels,Sport package,Sport seats,Sport suspension",3.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1135.0,front,3.5,Premium,Premium Media,Safety Standard Package
16422,Audi A1,Station wagon,VAT deductible,62111.0,Used,Diesel,7.0,"Alloy wheels,Sport package,Sport seats,Sport suspension",3.0,1.0,85.0,1,Metallic,Part/Full Leather,Automatic,1598.0,1195.0,front,3.7,Standard,Premium Media,Safety Standard Package
14480,Audi A1,Compact,VAT deductible,14986.0,Used,Diesel,7.0,Alloy wheels,3.0,1.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1180.0,front,3.7,Standard,Standard Media,Safety Standard Package
16700,Audi A1,Sedans,VAT deductible,57000.0,Used,Diesel,7.0,Alloy wheels,3.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,3.7,Standard,Standard Media,Safety Standard Package
17990,Audi A1,Sedans,VAT deductible,16103.0,Used,Benzine,7.0,Alloy wheels,2.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
18500,Audi A1,Sedans,VAT deductible,11300.0,Used,Diesel,7.0,"Alloy wheels,Shift paddles",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1250.0,front,4.0,Standard,Premium Media,Safety Standard Package
17990,Audi A1,Sedans,VAT deductible,26415.0,Used,Benzine,7.0,"Alloy wheels,Sport seats",3.0,1.0,92.0,1,Uni/basic,Cloth,Automatic,1395.0,1135.0,front,4.9,Premium,Premium Media,Safety Standard Package
18380,Audi A1,Sedans,VAT deductible,31600.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",3.0,1.0,92.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1135.0,front,4.9,Premium,Premium Media,Safety Standard Package
18399,Audi A1,Sedans,VAT deductible,45764.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Sport suspension",3.0,1.0,112.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
17990,Audi A1,Sedans,VAT deductible,34914.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Sport suspension",3.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2,Premium,Premium Media,Safety Standard Package
18700,Audi A1,Sedans,VAT deductible,27000.0,Employee's car,Diesel,7.0,Alloy wheels,3.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,3.7,Standard,Premium Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,9752.0,Used,Diesel,5.0,"Alloy wheels,Sport package,Sport seats",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5,Standard,Standard Media,Safety Standard Package
18500,Audi A1,Sedans,VAT deductible,28408.0,Used,Diesel,7.0,"Alloy wheels,Sport package",2.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1220.0,front,3.8,Standard,Premium Media,Safety Standard Package
18400,Audi A1,Compact,VAT deductible,50280.0,Used,Benzine,7.0,Alloy wheels,3.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.5,Standard,Premium Media,Safety Standard Package
18500,Audi A1,Sedans,VAT deductible,13406.0,Used,Diesel,7.0,"Alloy wheels,Catalytic Converter,Shift paddles,Voice Control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,3.8,Standard,Premium Media,Safety Standard Package
18500,Audi A1,Sedans,Price negotiable,51160.0,Used,Diesel,7.0,"Alloy wheels,Shift paddles,Sport package,Voice Control",2.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0,Standard,Premium Media,Safety Standard Package
18500,Audi A1,Sedans,VAT deductible,15850.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Voice Control",3.0,1.0,92.0,1,Metallic,Cloth,Automatic,1395.0,1180.0,front,4.9,Premium,Premium Media,Safety Standard Package
18900,Audi A1,Sedans,Price negotiable,17000.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control,Winter tyres",3.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1190.0,front,4.9,Standard,Premium Media,Safety Standard Package
18850,Audi A1,Sedans,VAT deductible,9077.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1630.0,front,3.7,Standard,Standard Media,Safety Standard Package
18500,Audi A1,Sedans,VAT deductible,3000.0,Used,Benzine,7.0,"Alloy wheels,Voice Control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4,Standard,Premium Media,Safety Standard Package
8999,Audi A1,Sedans,VAT deductible,115000.0,Used,Benzine,5.0,"Alloy wheels,Winter tyres",3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
11444,Audi A1,Compact,VAT deductible,84029.0,Used,Benzine,5.0,"Alloy wheels,Voice Control",3.0,1.0,70.0,1,Metallic,Cloth,Manual,999.0,1180.0,front,4.2,Premium,Premium Media,Safety Standard Package
11300,Audi A1,Sedans,VAT deductible,67800.0,Used,Benzine,5.0,Alloy wheels,3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,14556.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,66.0,0,Uni/basic,Cloth,Automatic,1422.0,1135.0,front,4.3,Standard,Standard Media,Safety Standard Package
11290,Audi A1,Compact,VAT deductible,22000.0,Used,Benzine,5.0,Alloy wheels,3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1180.0,front,4.4,Standard,Premium Media,Safety Standard Package
11290,Audi A1,Compact,VAT deductible,38400.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1195.0,front,3.0,Standard,Premium Media,Safety Standard Package
11440,Audi A1,Sedans,VAT deductible,83307.0,Used,Diesel,5.0,"Alloy wheels,Catalytic Converter",3.0,1.0,66.0,0,Uni/basic,Cloth,Manual,1422.0,1195.0,front,3.6,Standard,Standard Media,Safety Standard Package
11445,Audi A1,Compact,VAT deductible,39668.0,Used,Benzine,5.0,"Alloy wheels,Catalytic Converter",3.0,1.0,70.0,1,Metallic,Cloth,Manual,999.0,1180.0,front,4.4,Standard,Standard Media,Safety Standard Package
11700,Audi A1,Sedans,VAT deductible,30353.0,Used,Diesel,5.0,Catalytic Converter,3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1195.0,front,3.7,Standard,Standard Media,Safety Standard Package
11900,Audi A1,Sedans,VAT deductible,126000.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1205.0,front,3.7,Standard,Premium Media,Safety Standard Package
11949,Audi A1,Compact,VAT deductible,57500.0,Used,Benzine,5.0,Catalytic Converter,3.0,1.0,70.0,1,Metallic,Cloth,Manual,999.0,1180.0,front,4.4,Standard,Premium Media,Safety Standard Package
11890,Audi A1,Sedans,VAT deductible,73945.0,Used,Benzine,5.0,Alloy wheels,3.0,1.0,70.0,1,Metallic,Cloth,Manual,999.0,1110.0,front,4.4,Standard,Standard Media,Safety Standard Package
11600,Audi A1,Sedans,VAT deductible,96000.0,Used,Diesel,5.0,Alloy wheels,2.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1195.0,front,3.7,Standard,Standard Media,Safety Standard Package
11900,Audi A1,Sedans,Price negotiable,43120.0,Used,Benzine,5.0,"Alloy wheels,Sport seats,Sport suspension",3.0,2.0,60.0,0,Metallic,Cloth,Manual,999.0,1110.0,front,4.2,Standard,Standard Media,Safety Standard Package
11630,Audi A1,Compact,VAT deductible,110715.0,Used,Diesel,5.0,"Alloy wheels,Sport suspension",3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1180.0,front,4.4,Standard,Premium Media,Safety Standard Package
11880,Audi A1,Compact,VAT deductible,31971.0,Used,Benzine,5.0,Catalytic Converter,3.0,1.0,60.0,1,Metallic,Cloth,Manual,999.0,1110.0,front,4.4,Standard,Standard Media,Safety Standard Package
11800,Audi A1,Compact,VAT deductible,94800.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,1,Metallic,Cloth,Manual,1422.0,1180.0,front,3.4,Standard,Premium Media,Safety Standard Package
11850,Audi A1,Compact,VAT deductible,85000.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,1,Metallic,Cloth,Manual,1422.0,1180.0,front,3.4,Standard,Premium Media,Safety Standard Package
11569,Audi A1,Compact,VAT deductible,111265.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1180.0,front,4.4,Standard,Premium Media,Safety Standard Package
11490,Audi A1,Sedans,VAT deductible,44120.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1135.0,front,3.6,Standard,Premium Media,Safety Standard Package
11490,Audi A1,Sedans,VAT deductible,97976.0,Used,Benzine,5.0,"Alloy wheels,Voice Control",3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1110.0,front,4.2,Standard,Premium Media,Safety Standard Package
11500,Audi A1,Sedans,VAT deductible,106000.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1195.0,front,3.7,Standard,Standard Media,Safety Standard Package
11790,Audi A1,Sedans,VAT deductible,60000.0,Used,Diesel,5.0,Alloy wheels,3.0,0.0,85.0,0,Metallic,Cloth,Manual,1598.0,1250.0,front,3.7,Standard,Standard Media,Safety Standard Package
11490,Audi A1,Compact,VAT deductible,58000.0,Used,Benzine,5.0,"Alloy wheels,Sport seats,Sport suspension",3.0,2.0,60.0,1,Metallic,Part/Full Leather,Manual,999.0,1180.0,front,4.4,Standard,Standard Media,Safety Standard Package
11470,Audi A1,Compact,VAT deductible,57454.0,Used,Benzine,5.0,"Catalytic Converter,Sport suspension,Voice Control",3.0,1.0,60.0,1,Metallic,Cloth,Manual,999.0,1675.0,front,4.4,Standard,Premium Media,Safety Standard Package
11480,Audi A1,Compact,VAT deductible,94055.0,Used,Diesel,5.0,"Alloy wheels,Sport seats",3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1180.0,front,4.4,Standard,Standard Media,Safety Standard Package
11180,Audi A1,Sedans,VAT deductible,56000.0,Used,Benzine,5.0,Alloy wheels,3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
11450,Audi A1,Sedans,VAT deductible,27600.0,Used,Benzine,5.0,"Alloy wheels,Sport seats,Sport suspension",3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
11100,Audi A1,Compact,VAT deductible,111670.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,85.0,0,Metallic,Cloth,Manual,1598.0,1250.0,front,3.0,Standard,Premium Media,Safety Standard Package
10900,Audi A1,Compact,VAT deductible,30500.0,Used,Diesel,5.0,Catalytic Converter,3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1180.0,front,3.8,Standard,Standard Media,Safety Standard Package
10999,Audi A1,Compact,VAT deductible,69500.0,Used,Benzine,5.0,Alloy wheels,2.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1180.0,front,4.4,Standard,Standard Media,Safety Standard Package
10900,Audi A1,Compact,VAT deductible,43500.0,Used,Benzine,5.0,Alloy wheels,3.0,1.0,60.0,0,Metallic,Cloth,Manual,999.0,1180.0,front,4.2,Standard,Standard Media,Safety Standard Package
10950,Audi A1,Sedans,VAT deductible,45696.0,Used,Benzine,5.0,Alloy wheels,3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1135.0,front,4.4,Standard,Standard Media,Safety Standard Package
10800,Audi A1,Sedans,Price negotiable,34000.0,Used,Diesel,5.0,"Alloy wheels,Sport seats,Sport suspension",3.0,2.0,66.0,0,Metallic,Part/Full Leather,Manual,1422.0,1165.0,front,3.8,Standard,Standard Media,Safety Standard Package
10600,Audi A1,Sedans,Price negotiable,55000.0,Used,Benzine,5.0,Alloy wheels,3.0,2.0,70.0,0,Metallic,Part/Full Leather,Manual,999.0,1110.0,front,4.2,Standard,Standard Media,Safety Standard Package
10800,Audi A1,Sedans,VAT deductible,99000.0,Used,Diesel,5.0,"Alloy wheels,Touch screen,Voice Control",3.0,1.0,66.0,0,Metallic,Cloth,Manual,1422.0,1205.0,front,3.7,Standard,Premium Media,Safety Standard Package
9950,Audi A1,Compact,VAT deductible,118500.0,Used,Benzine,5.0,"Alloy wheels,Catalytic Converter,Voice Control",3.0,1.0,70.0,1,Metallic,Cloth,Manual,999.0,1110.0,front,4.4,Standard,Premium Media,Safety Standard Package
10300,Audi A1,Sedans,VAT deductible,85000.0,Used,Benzine,5.0,"Catalytic Converter,Voice Control,Winter tyres",3.0,1.0,70.0,0,Metallic,Cloth,Manual,999.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
10000,Audi A1,Sedans,VAT deductible,192000.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,85.0,1,Metallic,Cloth,Manual,1598.0,1250.0,front,3.9,Standard,Standard Media,Safety Standard Package
10490,Audi A1,Compact,VAT deductible,130000.0,Used,Diesel,5.0,Alloy wheels,3.0,1.0,66.0,1,Metallic,Cloth,Manual,1422.0,1180.0,front,3.9,Premium,Standard Media,Safety Standard Package
18900,Audi A1,Compact,VAT deductible,41294.0,Used,Benzine,7.0,Alloy wheels,3.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,64000.0,Used,Diesel,7.0,"Alloy wheels,Sport seats",2.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1720.0,front,4.2,Standard,Premium Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,13135.0,Used,Benzine,7.0,Alloy wheels,1.0,1.0,70.0,0,Metallic,Part/Full Leather,Automatic,999.0,1625.0,front,4.2,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,4250.0,Used,Benzine,7.0,"Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Voice Control",2.0,1.0,70.0,0,Metallic,Part/Full Leather,Automatic,999.0,1135.0,front,4.4,Standard,Standard Media,Safety Standard Package
18890,Audi A1,Sedans,VAT deductible,2949.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Voice Control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4,Premium,Premium Media,Safety Standard Package
18890,Audi A1,Sedans,VAT deductible,17861.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Sport suspension",2.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.2,Standard,Standard Media,Safety Standard Package
18890,Audi A1,Compact,VAT deductible,22800.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Sport suspension",2.0,1.0,92.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1180.0,front,5.1,Standard,Premium Media,Safety Standard Package
18880,Audi A1,Sedans,VAT deductible,5108.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Sport suspension,Voice Control",2.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1165.0,front,4.4,Premium,Premium Media,Safety Standard Package
18880,Audi A1,Sedans,VAT deductible,11335.0,Employee's car,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport seats,Voice Control",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4,Premium,Premium Media,Safety Standard Package
18880,Audi A1,Compact,VAT deductible,6396.0,Used,Benzine,7.0,"Alloy wheels,Sport seats",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1135.0,front,4.4,Premium,Premium Media,Safety Standard Package
18880,Audi A1,Compact,VAT deductible,47800.0,Used,Diesel,7.0,"Alloy wheels,Sport package,Sport seats,Voice Control",3.0,1.0,85.0,1,Metallic,Cloth,Automatic,1598.0,1180.0,front,3.8,Premium,Premium Media,Safety Standard Package
18880,Audi A1,Compact,VAT deductible,7021.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Voice Control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,929.0,1180.0,front,4.4,Premium,Premium Media,Safety Standard Package
18880,Audi A1,Compact,VAT deductible,30952.0,Used,Benzine,7.0,"Alloy wheels,Sport seats,Sport suspension,Voice Control",3.0,1.0,92.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1180.0,front,5.2,Premium,Premium Media,Safety Standard Package
18880,Audi A1,Sedans,VAT deductible,33991.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Voice Control",3.0,1.0,92.0,1,Metallic,Part/Full Leather,Automatic,1395.0,1135.0,front,5.2,Premium,Premium Media,Safety Standard Package
18870,Audi A1,Sedans,VAT deductible,35800.0,Used,Diesel,7.0,"Alloy wheels,Sport seats,Sport suspension",2.0,1.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1135.0,front,3.8,Premium,Premium Media,Safety Standard Package
18850,Audi A1,Sedans,VAT deductible,7672.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1630.0,front,3.7,Standard,Standard Media,Safety Standard Package
18870,Audi A1,Compact,VAT deductible,8430.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension",1.0,1.0,70.0,1,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6,Premium,Standard Media,Safety Standard Package
18497,Audi A1,Compact,VAT deductible,40488.0,Used,Diesel,5.0,"Alloy wheels,Shift paddles,Sport suspension,Voice Control",3.0,1.0,85.0,1,Metallic,Cloth,Automatic,1598.0,1250.0,front,4.0,Premium,Premium Media,Safety Standard Package
18490,Audi A1,Compact,VAT deductible,24200.0,Used,Diesel,7.0,Alloy wheels,2.0,2.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1195.0,front,4.1,Standard,Premium Media,Safety Standard Package
18490,Audi A1,Compact,VAT deductible,26500.0,Used,Diesel,7.0,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension",2.0,2.0,66.0,1,Metallic,Cloth,Automatic,1422.0,1180.0,front,4.0,Premium,Premium Media,Safety Standard Package
18490,Audi A1,Compact,VAT deductible,58806.0,Used,Benzine,7.0,Alloy wheels,3.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4,Premium,Standard Media,Safety Standard Package
18500,Audi A1,Sedans,Price negotiable,39000.0,Used,Diesel,7.0,"Alloy wheels,Sport seats",3.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1250.0,front,3.8,Standard,Standard Media,Safety Standard Package
18490,Audi A1,Sedans,Price negotiable,16700.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport seats,Sport suspension",2.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1215.0,front,5.1,Premium,Premium Media,Safety Standard Package
18490,Audi A1,Sedans,VAT deductible,41900.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport package,Sport seats,Sport suspension,Voice Control",3.0,1.0,92.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1135.0,front,5.1,Standard,Premium Media,Safety Standard Package
18480,Audi A1,Compact,VAT deductible,15093.0,Used,Benzine,7.0,"Alloy wheels,Voice Control",3.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1180.0,front,4.9,Premium,Premium Media,Safety Standard Package
18480,Audi A1,Sedans,VAT deductible,5211.0,Used,Diesel,7.0,"Alloy wheels,Sport seats",1.0,1.0,66.0,0,Metallic,Cloth,Automatic,1422.0,1135.0,front,4.0,Premium,Premium Media,Safety Standard Package
18470,Audi A1,Compact,VAT deductible,12000.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport package,Sport seats",1.0,2.0,70.0,1,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6,Premium,Premium Media,Safety Standard Package
18444,Audi A1,Compact,VAT deductible,50066.0,Used,Benzine,7.0,"Alloy wheels,Sport package,Sport seats",3.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1180.0,front,4.9,Premium,Standard Media,Safety Standard Package
18400,Audi A1,Compact,VAT deductible,51484.0,Used,Benzine,7.0,Alloy wheels,2.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4,Standard,Standard Media,Safety Standard Package
18400,Audi A1,Sedans,VAT deductible,14770.0,Employee's car,Diesel,7.0,Alloy wheels,1.0,2.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1135.0,front,3.8,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,12415.0,Used,Diesel,7.0,Alloy wheels,1.0,2.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,26064.0,Used,Diesel,7.0,Alloy wheels,1.0,2.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0,Standard,Premium Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,16500.0,Employee's car,Diesel,7.0,"Alloy wheels,Catalytic Converter,Handicapped enabled,Shift paddles,Voice Control",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0,Standard,Premium Media,Safety Standard Package
18900,Audi A1,Sedans,Price negotiable,9000.0,Used,Benzine,7.0,"Sport seats,Sport suspension",3.0,1.0,92.0,0,Metallic,Part/Full Leather,Automatic,1395.0,1215.0,front,4.9,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,12402.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1275.0,front,4.0,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,14702.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Part/Full Leather,Automatic,1598.0,1275.0,front,4.0,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,14523.0,Employee's car,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,9082.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,9580.0,Used,Diesel,5.0,"Alloy wheels,Sport package,Sport seats",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,10013.0,Used,Diesel,5.0,"Alloy wheels,Sport package,Sport seats",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,10450.0,Used,Diesel,5.0,"Alloy wheels,Sport package,Sport seats",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,14878.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1275.0,front,4.0,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,10273.0,Used,Diesel,5.0,"Alloy wheels,Sport package,Sport seats",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Compact,VAT deductible,47500.0,Used,Benzine,7.0,"Alloy wheels,Sport suspension",3.0,1.0,71.0,0,Metallic,Cloth,Automatic,999.0,1065.0,front,4.4,Premium,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,9466.0,Used,Diesel,5.0,"Alloy wheels,Sport package,Sport seats",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,18971.0,Used,Diesel,7.0,Alloy wheels,1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1200.0,front,3.7,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Compact,VAT deductible,31877.0,Used,Benzine,7.0,"Alloy wheels,Voice Control",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1165.0,front,4.5,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Sedans,VAT deductible,9878.0,Used,Diesel,5.0,"Alloy wheels,Sport package,Sport seats",1.0,1.0,85.0,0,Metallic,Cloth,Automatic,1598.0,1175.0,front,3.5,Standard,Standard Media,Safety Standard Package
18900,Audi A1,Compact,VAT deductible,17535.0,Used,Benzine,7.0,"Alloy wheels,Catalytic Converter,Sport seats",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6,Premium,Premium Media,Safety Standard Package
18850,Audi A1,Compact,VAT deductible,76264.0,Used,Benzine,7.0,Alloy wheels,3.0,1.0,92.0,0,Metallic,Cloth,Automatic,1395.0,1115.0,front,4.9,Standard,Standard Media,Safety Standard Package
18850,Audi A1,Compact,VAT deductible,6695.0,Used,Benzine,7.0,"Catalytic Converter,Sport seats,Sport suspension",1.0,1.0,70.0,0,Metallic,Cloth,Automatic,999.0,1180.0,front,4.6,Premium,Premium Media,Safety Standard Package
